Id,Province/State,Country/Region,Lat,Long,Date,ConfirmedCases,Fatalities
3587,New Brunswick,Canada,46.5653,-66.4619,3/14/20,1,0
3588,New Brunswick,Canada,46.5653,-66.4619,3/15/20,2,0
3589,New Brunswick,Canada,46.5653,-66.4619,3/16/20,6,0
3590,New Brunswick,Canada,46.5653,-66.4619,3/17/20,8,0
3591,New Brunswick,Canada,46.5653,-66.4619,3/18/20,11,0
3592,New Brunswick,Canada,46.5653,-66.4619,3/19/20,11,0
3593,New Brunswick,Canada,46.5653,-66.4619,3/20/20,11,0
3594,New Brunswick,Canada,46.5653,-66.4619,3/21/20,17,0
3595,New Brunswick,Canada,46.5653,-66.4619,3/22/20,17,0
3596,New Brunswick,Canada,46.5653,-66.4619,3/23/20,17,0
3597,New Brunswick,Canada,46.5653,-66.4619,3/24/20,18,0
3628,Newfoundland and Labrador,Canada,53.1355,-57.6604,1/22/20,0,0
3629,Newfoundland and Labrador,Canada,53.1355,-57.6604,1/23/20,0,0
3630,Newfoundland and Labrador,Canada,53.1355,-57.6604,1/24/20,0,0
3631,Newfoundland and Labrador,Canada,53.1355,-57.6604,1/25/20,0,0
3632,Newfoundland and Labrador,Canada,53.1355,-57.6604,1/26/20,0,0
3633,Newfoundland and Labrador,Canada,53.1355,-57.6604,1/27/20,0,0
3634,Newfoundland and Labrador,Canada,53.1355,-57.6604,1/28/20,0,0
3635,Newfoundland and Labrador,Canada,53.1355,-57.6604,1/29/20,0,0
3636,Newfoundland and Labrador,Canada,53.1355,-57.6604,1/30/20,0,0
3637,Newfoundland and Labrador,Canada,53.1355,-57.6604,1/31/20,0,0
3638,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/1/20,0,0
3639,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/2/20,0,0
3640,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/3/20,0,0
3641,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/4/20,0,0
3642,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/5/20,0,0
3643,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/6/20,0,0
3644,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/7/20,0,0
3645,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/8/20,0,0
3646,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/9/20,0,0
3647,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/10/20,0,0
3648,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/11/20,0,0
3649,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/12/20,0,0
3650,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/13/20,0,0
3651,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/14/20,0,0
3652,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/15/20,0,0
3653,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/16/20,0,0
3654,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/17/20,0,0
3655,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/18/20,0,0
3656,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/19/20,0,0
3657,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/20/20,0,0
3658,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/21/20,0,0
3659,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/22/20,0,0
3660,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/23/20,0,0
3661,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/24/20,0,0
3662,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/25/20,0,0
3663,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/26/20,0,0
3664,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/27/20,0,0
3665,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/28/20,0,0
3666,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/29/20,0,0
3667,Newfoundland and Labrador,Canada,53.1355,-57.6604,3/1/20,0,0
3668,Newfoundland and Labrador,Canada,53.1355,-57.6604,3/2/20,0,0
3669,Newfoundland and Labrador,Canada,53.1355,-57.6604,3/3/20,0,0
3670,Newfoundland and Labrador,Canada,53.1355,-57.6604,3/4/20,0,0
3671,Newfoundland and Labrador,Canada,53.1355,-57.6604,3/5/20,0,0
3672,Newfoundland and Labrador,Canada,53.1355,-57.6604,3/6/20,0,0
3673,Newfoundland and Labrador,Canada,53.1355,-57.6604,3/7/20,0,0
3674,Newfoundland and Labrador,Canada,53.1355,-57.6604,3/8/20,0,0
3675,Newfoundland and Labrador,Canada,53.1355,-57.6604,3/9/20,0,0
3676,Newfoundland and Labrador,Canada,53.1355,-57.6604,3/10/20,0,0
3677,Newfoundland and Labrador,Canada,53.1355,-57.6604,3/11/20,0,0
3678,Newfoundland and Labrador,Canada,53.1355,-57.6604,3/12/20,0,0
3679,Newfoundland and Labrador,Canada,53.1355,-57.6604,3/13/20,0,0
3680,Newfoundland and Labrador,Canada,53.1355,-57.6604,3/14/20,0,0
3681,Newfoundland and Labrador,Canada,53.1355,-57.6604,3/15/20,1,0
3682,Newfoundland and Labrador,Canada,53.1355,-57.6604,3/16/20,1,0
3683,Newfoundland and Labrador,Canada,53.1355,-57.6604,3/17/20,3,0
3684,Newfoundland and Labrador,Canada,53.1355,-57.6604,3/18/20,3,0
3685,Newfoundland and Labrador,Canada,53.1355,-57.6604,3/19/20,3,0
3686,Newfoundland and Labrador,Canada,53.1355,-57.6604,3/20/20,4,0
3687,Newfoundland and Labrador,Canada,53.1355,-57.6604,3/21/20,6,0
3688,Newfoundland and Labrador,Canada,53.1355,-57.6604,3/22/20,6,0
3689,Newfoundland and Labrador,Canada,53.1355,-57.6604,3/23/20,24,0
3690,Newfoundland and Labrador,Canada,53.1355,-57.6604,3/24/20,35,0
3721,Nova Scotia,Canada,44.682,-63.7443,1/22/20,0,0
3722,Nova Scotia,Canada,44.682,-63.7443,1/23/20,0,0
3723,Nova Scotia,Canada,44.682,-63.7443,1/24/20,0,0
3724,Nova Scotia,Canada,44.682,-63.7443,1/25/20,0,0
3725,Nova Scotia,Canada,44.682,-63.7443,1/26/20,0,0
3726,Nova Scotia,Canada,44.682,-63.7443,1/27/20,0,0
3727,Nova Scotia,Canada,44.682,-63.7443,1/28/20,0,0
3728,Nova Scotia,Canada,44.682,-63.7443,1/29/20,0,0
3729,Nova Scotia,Canada,44.682,-63.7443,1/30/20,0,0
3730,Nova Scotia,Canada,44.682,-63.7443,1/31/20,0,0
3731,Nova Scotia,Canada,44.682,-63.7443,2/1/20,0,0
3732,Nova Scotia,Canada,44.682,-63.7443,2/2/20,0,0
3733,Nova Scotia,Canada,44.682,-63.7443,2/3/20,0,0
3734,Nova Scotia,Canada,44.682,-63.7443,2/4/20,0,0
3735,Nova Scotia,Canada,44.682,-63.7443,2/5/20,0,0
3736,Nova Scotia,Canada,44.682,-63.7443,2/6/20,0,0
3737,Nova Scotia,Canada,44.682,-63.7443,2/7/20,0,0
3738,Nova Scotia,Canada,44.682,-63.7443,2/8/20,0,0
3739,Nova Scotia,Canada,44.682,-63.7443,2/9/20,0,0
3740,Nova Scotia,Canada,44.682,-63.7443,2/10/20,0,0
3741,Nova Scotia,Canada,44.682,-63.7443,2/11/20,0,0
3742,Nova Scotia,Canada,44.682,-63.7443,2/12/20,0,0
3743,Nova Scotia,Canada,44.682,-63.7443,2/13/20,0,0
3744,Nova Scotia,Canada,44.682,-63.7443,2/14/20,0,0
3745,Nova Scotia,Canada,44.682,-63.7443,2/15/20,0,0
3746,Nova Scotia,Canada,44.682,-63.7443,2/16/20,0,0
3747,Nova Scotia,Canada,44.682,-63.7443,2/17/20,0,0
3748,Nova Scotia,Canada,44.682,-63.7443,2/18/20,0,0
3749,Nova Scotia,Canada,44.682,-63.7443,2/19/20,0,0
3750,Nova Scotia,Canada,44.682,-63.7443,2/20/20,0,0
3751,Nova Scotia,Canada,44.682,-63.7443,2/21/20,0,0
3752,Nova Scotia,Canada,44.682,-63.7443,2/22/20,0,0
3753,Nova Scotia,Canada,44.682,-63.7443,2/23/20,0,0
3754,Nova Scotia,Canada,44.682,-63.7443,2/24/20,0,0
3755,Nova Scotia,Canada,44.682,-63.7443,2/25/20,0,0
3756,Nova Scotia,Canada,44.682,-63.7443,2/26/20,0,0
3757,Nova Scotia,Canada,44.682,-63.7443,2/27/20,0,0
3758,Nova Scotia,Canada,44.682,-63.7443,2/28/20,0,0
3759,Nova Scotia,Canada,44.682,-63.7443,2/29/20,0,0
3760,Nova Scotia,Canada,44.682,-63.7443,3/1/20,0,0
3761,Nova Scotia,Canada,44.682,-63.7443,3/2/20,0,0
3762,Nova Scotia,Canada,44.682,-63.7443,3/3/20,0,0
3763,Nova Scotia,Canada,44.682,-63.7443,3/4/20,0,0
3764,Nova Scotia,Canada,44.682,-63.7443,3/5/20,0,0
3765,Nova Scotia,Canada,44.682,-63.7443,3/6/20,0,0
3766,Nova Scotia,Canada,44.682,-63.7443,3/7/20,0,0
3767,Nova Scotia,Canada,44.682,-63.7443,3/8/20,0,0
3768,Nova Scotia,Canada,44.682,-63.7443,3/9/20,0,0
3769,Nova Scotia,Canada,44.682,-63.7443,3/10/20,0,0
3770,Nova Scotia,Canada,44.682,-63.7443,3/11/20,0,0
3771,Nova Scotia,Canada,44.682,-63.7443,3/12/20,0,0
3772,Nova Scotia,Canada,44.682,-63.7443,3/13/20,0,0
3773,Nova Scotia,Canada,44.682,-63.7443,3/14/20,0,0
3774,Nova Scotia,Canada,44.682,-63.7443,3/15/20,0,0
3775,Nova Scotia,Canada,44.682,-63.7443,3/16/20,0,0
3776,Nova Scotia,Canada,44.682,-63.7443,3/17/20,0,0
3777,Nova Scotia,Canada,44.682,-63.7443,3/18/20,0,0
3778,Nova Scotia,Canada,44.682,-63.7443,3/19/20,0,0
3779,Nova Scotia,Canada,44.682,-63.7443,3/20/20,0,0
3780,Nova Scotia,Canada,44.682,-63.7443,3/21/20,0,0
3781,Nova Scotia,Canada,44.682,-63.7443,3/22/20,0,0
3782,Nova Scotia,Canada,44.682,-63.7443,3/23/20,0,0
3783,Nova Scotia,Canada,44.682,-63.7443,3/24/20,0,0
3814,Ontario,Canada,51.2538,-85.3232,1/22/20,0,0
3815,Ontario,Canada,51.2538,-85.3232,1/23/20,0,0
3816,Ontario,Canada,51.2538,-85.3232,1/24/20,0,0
3817,Ontario,Canada,51.2538,-85.3232,1/25/20,0,0
3818,Ontario,Canada,51.2538,-85.3232,1/26/20,1,0
3819,Ontario,Canada,51.2538,-85.3232,1/27/20,1,0
3820,Ontario,Canada,51.2538,-85.3232,1/28/20,1,0
3821,Ontario,Canada,51.2538,-85.3232,1/29/20,1,0
3822,Ontario,Canada,51.2538,-85.3232,1/30/20,1,0
3823,Ontario,Canada,51.2538,-85.3232,1/31/20,3,0
3824,Ontario,Canada,51.2538,-85.3232,2/1/20,3,0
3825,Ontario,Canada,51.2538,-85.3232,2/2/20,3,0
3826,Ontario,Canada,51.2538,-85.3232,2/3/20,3,0
3827,Ontario,Canada,51.2538,-85.3232,2/4/20,3,0
3828,Ontario,Canada,51.2538,-85.3232,2/5/20,3,0
3829,Ontario,Canada,51.2538,-85.3232,2/6/20,3,0
3830,Ontario,Canada,51.2538,-85.3232,2/7/20,3,0
3831,Ontario,Canada,51.2538,-85.3232,2/8/20,3,0
3832,Ontario,Canada,51.2538,-85.3232,2/9/20,3,0
3833,Ontario,Canada,51.2538,-85.3232,2/10/20,3,0
3834,Ontario,Canada,51.2538,-85.3232,2/11/20,3,0
3835,Ontario,Canada,51.2538,-85.3232,2/12/20,3,0
3836,Ontario,Canada,51.2538,-85.3232,2/13/20,3,0
3837,Ontario,Canada,51.2538,-85.3232,2/14/20,3,0
3838,Ontario,Canada,51.2538,-85.3232,2/15/20,3,0
3839,Ontario,Canada,51.2538,-85.3232,2/16/20,3,0
3840,Ontario,Canada,51.2538,-85.3232,2/17/20,3,0
3841,Ontario,Canada,51.2538,-85.3232,2/18/20,3,0
3842,Ontario,Canada,51.2538,-85.3232,2/19/20,3,0
3843,Ontario,Canada,51.2538,-85.3232,2/20/20,3,0
3844,Ontario,Canada,51.2538,-85.3232,2/21/20,3,0
3845,Ontario,Canada,51.2538,-85.3232,2/22/20,3,0
3846,Ontario,Canada,51.2538,-85.3232,2/23/20,3,0
3847,Ontario,Canada,51.2538,-85.3232,2/24/20,4,0
3848,Ontario,Canada,51.2538,-85.3232,2/25/20,4,0
3849,Ontario,Canada,51.2538,-85.3232,2/26/20,4,0
3850,Ontario,Canada,51.2538,-85.3232,2/27/20,6,0
3851,Ontario,Canada,51.2538,-85.3232,2/28/20,6,0
3852,Ontario,Canada,51.2538,-85.3232,2/29/20,11,0
3853,Ontario,Canada,51.2538,-85.3232,3/1/20,15,0
3854,Ontario,Canada,51.2538,-85.3232,3/2/20,18,0
3855,Ontario,Canada,51.2538,-85.3232,3/3/20,20,0
3856,Ontario,Canada,51.2538,-85.3232,3/4/20,20,0
3857,Ontario,Canada,51.2538,-85.3232,3/5/20,22,0
3858,Ontario,Canada,51.2538,-85.3232,3/6/20,25,0
3859,Ontario,Canada,51.2538,-85.3232,3/7/20,28,0
3860,Ontario,Canada,51.2538,-85.3232,3/8/20,29,0
3861,Ontario,Canada,51.2538,-85.3232,3/9/20,34,0
3862,Ontario,Canada,51.2538,-85.3232,3/10/20,36,0
3863,Ontario,Canada,51.2538,-85.3232,3/11/20,41,0
3864,Ontario,Canada,51.2538,-85.3232,3/12/20,42,0
3865,Ontario,Canada,51.2538,-85.3232,3/13/20,74,0
3866,Ontario,Canada,51.2538,-85.3232,3/14/20,79,0
3867,Ontario,Canada,51.2538,-85.3232,3/15/20,104,0
3868,Ontario,Canada,51.2538,-85.3232,3/16/20,177,0
3869,Ontario,Canada,51.2538,-85.3232,3/17/20,185,1
3870,Ontario,Canada,51.2538,-85.3232,3/18/20,221,1
3871,Ontario,Canada,51.2538,-85.3232,3/19/20,257,1
3872,Ontario,Canada,51.2538,-85.3232,3/20/20,308,2
3873,Ontario,Canada,51.2538,-85.3232,3/21/20,377,3
3874,Ontario,Canada,51.2538,-85.3232,3/22/20,425,5
3875,Ontario,Canada,51.2538,-85.3232,3/23/20,503,6
3876,Ontario,Canada,51.2538,-85.3232,3/24/20,588,7
3907,Prince Edward Island,Canada,46.5107,-63.4168,1/22/20,0,0
3908,Prince Edward Island,Canada,46.5107,-63.4168,1/23/20,0,0
3909,Prince Edward Island,Canada,46.5107,-63.4168,1/24/20,0,0
3910,Prince Edward Island,Canada,46.5107,-63.4168,1/25/20,0,0
3911,Prince Edward Island,Canada,46.5107,-63.4168,1/26/20,0,0
3912,Prince Edward Island,Canada,46.5107,-63.4168,1/27/20,0,0
3913,Prince Edward Island,Canada,46.5107,-63.4168,1/28/20,0,0
3914,Prince Edward Island,Canada,46.5107,-63.4168,1/29/20,0,0
3915,Prince Edward Island,Canada,46.5107,-63.4168,1/30/20,0,0
3916,Prince Edward Island,Canada,46.5107,-63.4168,1/31/20,0,0
3917,Prince Edward Island,Canada,46.5107,-63.4168,2/1/20,0,0
3918,Prince Edward Island,Canada,46.5107,-63.4168,2/2/20,0,0
3919,Prince Edward Island,Canada,46.5107,-63.4168,2/3/20,0,0
3920,Prince Edward Island,Canada,46.5107,-63.4168,2/4/20,0,0
3921,Prince Edward Island,Canada,46.5107,-63.4168,2/5/20,0,0
3922,Prince Edward Island,Canada,46.5107,-63.4168,2/6/20,0,0
3923,Prince Edward Island,Canada,46.5107,-63.4168,2/7/20,0,0
3924,Prince Edward Island,Canada,46.5107,-63.4168,2/8/20,0,0
3925,Prince Edward Island,Canada,46.5107,-63.4168,2/9/20,0,0
3926,Prince Edward Island,Canada,46.5107,-63.4168,2/10/20,0,0
3927,Prince Edward Island,Canada,46.5107,-63.4168,2/11/20,0,0
3928,Prince Edward Island,Canada,46.5107,-63.4168,2/12/20,0,0
3929,Prince Edward Island,Canada,46.5107,-63.4168,2/13/20,0,0
3930,Prince Edward Island,Canada,46.5107,-63.4168,2/14/20,0,0
3931,Prince Edward Island,Canada,46.5107,-63.4168,2/15/20,0,0
3932,Prince Edward Island,Canada,46.5107,-63.4168,2/16/20,0,0
3933,Prince Edward Island,Canada,46.5107,-63.4168,2/17/20,0,0
3934,Prince Edward Island,Canada,46.5107,-63.4168,2/18/20,0,0
3935,Prince Edward Island,Canada,46.5107,-63.4168,2/19/20,0,0
3936,Prince Edward Island,Canada,46.5107,-63.4168,2/20/20,0,0
3937,Prince Edward Island,Canada,46.5107,-63.4168,2/21/20,0,0
3938,Prince Edward Island,Canada,46.5107,-63.4168,2/22/20,0,0
3939,Prince Edward Island,Canada,46.5107,-63.4168,2/23/20,0,0
3940,Prince Edward Island,Canada,46.5107,-63.4168,2/24/20,0,0
3941,Prince Edward Island,Canada,46.5107,-63.4168,2/25/20,0,0
3942,Prince Edward Island,Canada,46.5107,-63.4168,2/26/20,0,0
3943,Prince Edward Island,Canada,46.5107,-63.4168,2/27/20,0,0
3944,Prince Edward Island,Canada,46.5107,-63.4168,2/28/20,0,0
3945,Prince Edward Island,Canada,46.5107,-63.4168,2/29/20,0,0
3946,Prince Edward Island,Canada,46.5107,-63.4168,3/1/20,0,0
3947,Prince Edward Island,Canada,46.5107,-63.4168,3/2/20,0,0
3948,Prince Edward Island,Canada,46.5107,-63.4168,3/3/20,0,0
3949,Prince Edward Island,Canada,46.5107,-63.4168,3/4/20,0,0
3950,Prince Edward Island,Canada,46.5107,-63.4168,3/5/20,0,0
3951,Prince Edward Island,Canada,46.5107,-63.4168,3/6/20,0,0
3952,Prince Edward Island,Canada,46.5107,-63.4168,3/7/20,0,0
3953,Prince Edward Island,Canada,46.5107,-63.4168,3/8/20,0,0
3954,Prince Edward Island,Canada,46.5107,-63.4168,3/9/20,0,0
3955,Prince Edward Island,Canada,46.5107,-63.4168,3/10/20,0,0
3956,Prince Edward Island,Canada,46.5107,-63.4168,3/11/20,0,0
3957,Prince Edward Island,Canada,46.5107,-63.4168,3/12/20,0,0
3958,Prince Edward Island,Canada,46.5107,-63.4168,3/13/20,0,0
3959,Prince Edward Island,Canada,46.5107,-63.4168,3/14/20,0,0
3960,Prince Edward Island,Canada,46.5107,-63.4168,3/15/20,1,0
3961,Prince Edward Island,Canada,46.5107,-63.4168,3/16/20,1,0
3962,Prince Edward Island,Canada,46.5107,-63.4168,3/17/20,1,0
3963,Prince Edward Island,Canada,46.5107,-63.4168,3/18/20,1,0
3964,Prince Edward Island,Canada,46.5107,-63.4168,3/19/20,2,0
3965,Prince Edward Island,Canada,46.5107,-63.4168,3/20/20,2,0
3966,Prince Edward Island,Canada,46.5107,-63.4168,3/21/20,2,0
3967,Prince Edward Island,Canada,46.5107,-63.4168,3/22/20,2,0
3968,Prince Edward Island,Canada,46.5107,-63.4168,3/23/20,3,0
3969,Prince Edward Island,Canada,46.5107,-63.4168,3/24/20,3,0
4000,Quebec,Canada,52.9399,-73.5491,1/22/20,0,0
4001,Quebec,Canada,52.9399,-73.5491,1/23/20,0,0
4002,Quebec,Canada,52.9399,-73.5491,1/24/20,0,0
4003,Quebec,Canada,52.9399,-73.5491,1/25/20,0,0
4004,Quebec,Canada,52.9399,-73.5491,1/26/20,0,0
4005,Quebec,Canada,52.9399,-73.5491,1/27/20,0,0
4006,Quebec,Canada,52.9399,-73.5491,1/28/20,0,0
4007,Quebec,Canada,52.9399,-73.5491,1/29/20,0,0
4008,Quebec,Canada,52.9399,-73.5491,1/30/20,0,0
4009,Quebec,Canada,52.9399,-73.5491,1/31/20,0,0
4010,Quebec,Canada,52.9399,-73.5491,2/1/20,0,0
4011,Quebec,Canada,52.9399,-73.5491,2/2/20,0,0
4012,Quebec,Canada,52.9399,-73.5491,2/3/20,0,0
4013,Quebec,Canada,52.9399,-73.5491,2/4/20,0,0
4014,Quebec,Canada,52.9399,-73.5491,2/5/20,0,0
4015,Quebec,Canada,52.9399,-73.5491,2/6/20,0,0
4016,Quebec,Canada,52.9399,-73.5491,2/7/20,0,0
4017,Quebec,Canada,52.9399,-73.5491,2/8/20,0,0
4018,Quebec,Canada,52.9399,-73.5491,2/9/20,0,0
4019,Quebec,Canada,52.9399,-73.5491,2/10/20,0,0
4020,Quebec,Canada,52.9399,-73.5491,2/11/20,0,0
4021,Quebec,Canada,52.9399,-73.5491,2/12/20,0,0
4022,Quebec,Canada,52.9399,-73.5491,2/13/20,0,0
4023,Quebec,Canada,52.9399,-73.5491,2/14/20,0,0
4024,Quebec,Canada,52.9399,-73.5491,2/15/20,0,0
4025,Quebec,Canada,52.9399,-73.5491,2/16/20,0,0
4026,Quebec,Canada,52.9399,-73.5491,2/17/20,0,0
4027,Quebec,Canada,52.9399,-73.5491,2/18/20,0,0
4028,Quebec,Canada,52.9399,-73.5491,2/19/20,0,0
4029,Quebec,Canada,52.9399,-73.5491,2/20/20,0,0
4030,Quebec,Canada,52.9399,-73.5491,2/21/20,0,0
4031,Quebec,Canada,52.9399,-73.5491,2/22/20,0,0
4032,Quebec,Canada,52.9399,-73.5491,2/23/20,0,0
4033,Quebec,Canada,52.9399,-73.5491,2/24/20,0,0
4034,Quebec,Canada,52.9399,-73.5491,2/25/20,0,0
4035,Quebec,Canada,52.9399,-73.5491,2/26/20,0,0
4036,Quebec,Canada,52.9399,-73.5491,2/27/20,0,0
4037,Quebec,Canada,52.9399,-73.5491,2/28/20,1,0
4038,Quebec,Canada,52.9399,-73.5491,2/29/20,1,0
4039,Quebec,Canada,52.9399,-73.5491,3/1/20,1,0
4040,Quebec,Canada,52.9399,-73.5491,3/2/20,1,0
4041,Quebec,Canada,52.9399,-73.5491,3/3/20,1,0
4042,Quebec,Canada,52.9399,-73.5491,3/4/20,1,0
4043,Quebec,Canada,52.9399,-73.5491,3/5/20,2,0
4044,Quebec,Canada,52.9399,-73.5491,3/6/20,2,0
4045,Quebec,Canada,52.9399,-73.5491,3/7/20,3,0
4046,Quebec,Canada,52.9399,-73.5491,3/8/20,4,0
4047,Quebec,Canada,52.9399,-73.5491,3/9/20,4,0
4048,Quebec,Canada,52.9399,-73.5491,3/10/20,4,0
4049,Quebec,Canada,52.9399,-73.5491,3/11/20,8,0
4050,Quebec,Canada,52.9399,-73.5491,3/12/20,9,0
4051,Quebec,Canada,52.9399,-73.5491,3/13/20,17,0
4052,Quebec,Canada,52.9399,-73.5491,3/14/20,17,0
4053,Quebec,Canada,52.9399,-73.5491,3/15/20,24,0
4054,Quebec,Canada,52.9399,-73.5491,3/16/20,50,0
4055,Quebec,Canada,52.9399,-73.5491,3/17/20,74,0
4056,Quebec,Canada,52.9399,-73.5491,3/18/20,94,0
4057,Quebec,Canada,52.9399,-73.5491,3/19/20,121,1
4058,Quebec,Canada,52.9399,-73.5491,3/20/20,139,1
4059,Quebec,Canada,52.9399,-73.5491,3/21/20,181,5
4060,Quebec,Canada,52.9399,-73.5491,3/22/20,219,5
4061,Quebec,Canada,52.9399,-73.5491,3/23/20,628,4
4062,Quebec,Canada,52.9399,-73.5491,3/24/20,1013,4
4093,Saskatchewan,Canada,52.9399,-106.4509,1/22/20,0,0
4094,Saskatchewan,Canada,52.9399,-106.4509,1/23/20,0,0
4095,Saskatchewan,Canada,52.9399,-106.4509,1/24/20,0,0
4096,Saskatchewan,Canada,52.9399,-106.4509,1/25/20,0,0
4097,Saskatchewan,Canada,52.9399,-106.4509,1/26/20,0,0
4098,Saskatchewan,Canada,52.9399,-106.4509,1/27/20,0,0
4099,Saskatchewan,Canada,52.9399,-106.4509,1/28/20,0,0
4100,Saskatchewan,Canada,52.9399,-106.4509,1/29/20,0,0
4101,Saskatchewan,Canada,52.9399,-106.4509,1/30/20,0,0
4102,Saskatchewan,Canada,52.9399,-106.4509,1/31/20,0,0
4103,Saskatchewan,Canada,52.9399,-106.4509,2/1/20,0,0
4104,Saskatchewan,Canada,52.9399,-106.4509,2/2/20,0,0
4105,Saskatchewan,Canada,52.9399,-106.4509,2/3/20,0,0
4106,Saskatchewan,Canada,52.9399,-106.4509,2/4/20,0,0
4107,Saskatchewan,Canada,52.9399,-106.4509,2/5/20,0,0
4108,Saskatchewan,Canada,52.9399,-106.4509,2/6/20,0,0
4109,Saskatchewan,Canada,52.9399,-106.4509,2/7/20,0,0
4110,Saskatchewan,Canada,52.9399,-106.4509,2/8/20,0,0
4111,Saskatchewan,Canada,52.9399,-106.4509,2/9/20,0,0
4112,Saskatchewan,Canada,52.9399,-106.4509,2/10/20,0,0
4113,Saskatchewan,Canada,52.9399,-106.4509,2/11/20,0,0
4114,Saskatchewan,Canada,52.9399,-106.4509,2/12/20,0,0
4115,Saskatchewan,Canada,52.9399,-106.4509,2/13/20,0,0
4116,Saskatchewan,Canada,52.9399,-106.4509,2/14/20,0,0
4117,Saskatchewan,Canada,52.9399,-106.4509,2/15/20,0,0
4118,Saskatchewan,Canada,52.9399,-106.4509,2/16/20,0,0
4119,Saskatchewan,Canada,52.9399,-106.4509,2/17/20,0,0
4120,Saskatchewan,Canada,52.9399,-106.4509,2/18/20,0,0
4121,Saskatchewan,Canada,52.9399,-106.4509,2/19/20,0,0
4122,Saskatchewan,Canada,52.9399,-106.4509,2/20/20,0,0
4123,Saskatchewan,Canada,52.9399,-106.4509,2/21/20,0,0
4124,Saskatchewan,Canada,52.9399,-106.4509,2/22/20,0,0
4125,Saskatchewan,Canada,52.9399,-106.4509,2/23/20,0,0
4126,Saskatchewan,Canada,52.9399,-106.4509,2/24/20,0,0
4127,Saskatchewan,Canada,52.9399,-106.4509,2/25/20,0,0
4128,Saskatchewan,Canada,52.9399,-106.4509,2/26/20,0,0
4129,Saskatchewan,Canada,52.9399,-106.4509,2/27/20,0,0
4130,Saskatchewan,Canada,52.9399,-106.4509,2/28/20,0,0
4131,Saskatchewan,Canada,52.9399,-106.4509,2/29/20,0,0
4132,Saskatchewan,Canada,52.9399,-106.4509,3/1/20,0,0
4133,Saskatchewan,Canada,52.9399,-106.4509,3/2/20,0,0
4134,Saskatchewan,Canada,52.9399,-106.4509,3/3/20,0,0
4135,Saskatchewan,Canada,52.9399,-106.4509,3/4/20,0,0
4136,Saskatchewan,Canada,52.9399,-106.4509,3/5/20,0,0
4137,Saskatchewan,Canada,52.9399,-106.4509,3/6/20,0,0
4138,Saskatchewan,Canada,52.9399,-106.4509,3/7/20,0,0
4139,Saskatchewan,Canada,52.9399,-106.4509,3/8/20,0,0
4140,Saskatchewan,Canada,52.9399,-106.4509,3/9/20,0,0
4141,Saskatchewan,Canada,52.9399,-106.4509,3/10/20,0,0
4142,Saskatchewan,Canada,52.9399,-106.4509,3/11/20,0,0
4143,Saskatchewan,Canada,52.9399,-106.4509,3/12/20,0,0
4144,Saskatchewan,Canada,52.9399,-106.4509,3/13/20,2,0
4145,Saskatchewan,Canada,52.9399,-106.4509,3/14/20,2,0
4146,Saskatchewan,Canada,52.9399,-106.4509,3/15/20,2,0
4147,Saskatchewan,Canada,52.9399,-106.4509,3/16/20,7,0
4148,Saskatchewan,Canada,52.9399,-106.4509,3/17/20,7,0
4149,Saskatchewan,Canada,52.9399,-106.4509,3/18/20,8,0
4150,Saskatchewan,Canada,52.9399,-106.4509,3/19/20,16,0
4151,Saskatchewan,Canada,52.9399,-106.4509,3/20/20,20,0
4152,Saskatchewan,Canada,52.9399,-106.4509,3/21/20,26,0
4153,Saskatchewan,Canada,52.9399,-106.4509,3/22/20,52,0
4154,Saskatchewan,Canada,52.9399,-106.4509,3/23/20,66,0
4155,Saskatchewan,Canada,52.9399,-106.4509,3/24/20,72,0
4186,,Central African Republic,6.6111,20.9394,1/22/20,0,0
4187,,Central African Republic,6.6111,20.9394,1/23/20,0,0
4188,,Central African Republic,6.6111,20.9394,1/24/20,0,0
